QUADRO	CÓDIGO DO PRODUTO	DESCRIÇÃO DO PRODUTO
63 a 69	8007201	TORTAS SALGADAS DE QUALQUER SABOR LIGHT
63 a 69	8007301	SONHO LIGHT
63 a 69	8007302	FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) LIGHT
63 a 69	8007401	SONHO DIET
63 a 69	8007402	FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) DIET
63 a 69	8007403	SONHO DIETETICO
63 a 69	8007404	FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS) DIETETICO
63 a 69	8007501	BOLO DE CHOCOLATE LIGHT
63 a 69	8007601	BOLO DE CHOCOLATE DIET
63 a 69	8007602	BOLO DE CHOCOLATE DIETETICO
63 a 69	8007701	BOLO DE LARANJA LIGHT
63 a 69	8007801	BOLO DE LARANJA DIET
63 a 69	8007802	BOLO DE LARANJA DIETETICO
63 a 69	8007901	BOLO DE COCO LIGHT
63 a 69	8008001	BOLO DE COCO DIET
63 a 69	8008002	BOLO DE COCO DIETETICO
63 a 69	8008101	BOLO DE CENOURA LIGHT
63 a 69	8008201	BOLO DE CENOURA DIET
63 a 69	8008202	BOLO DE CENOURA DIETETICO
63 a 69	8008301	BISCOITO RECHEADO LIGHT
63 a 69	8008302	MIRABEL LIGHT
63 a 69	8008303	BISCOITO RECHEADO TOSTINE LIGHT
63 a 69	8008304	BISCOITO LANCHE MIRABEL LIGHT
63 a 69	8008305	BISCOITO WAFFER LIGHT
63 a 69	8008306	LANCHE MIRABEL LIGHT
63 a 69	8008307	WAFFER (BISCOITO) LIGHT
63 a 69	8008308	ROSQUINHA RECHEADA DE QUALQUER SABOR LIGHT
63 a 69	8008309	ALFAJORES (BISCOITO) LIGHT
63 a 69	8008310	BOLACHA RECHEADA LIGHT
63 a 69	8008311	BISCOITO CROCANTE LIGHT
63 a 69	8008312	BISCOITO MIRABEL LIGHT
63 a 69	8008313	ROSCA RECHEADA LIGHT
63 a 69	8008401	BISCOITO RECHEADO DIET
63 a 69	8008402	MIRABEL DIET
63 a 69	8008403	BISCOITO RECHEADO TOSTINE DIET
63 a 69	8008404	BISCOITO LANCHE MIRABEL DIET
63 a 69	8008405	BISCOITO WAFFER DIET
63 a 69	8008406	LANCHE MIRABEL DIET
63 a 69	8008407	WAFFER (BISCOITO) DIET
63 a 69	8008408	ROSQUINHA RECHEADA DE QUALQUER SABOR DIET
63 a 69	8008409	ALFAJORES (BISCOITO) DIET
63 a 69	8008410	BOLACHA RECHEADA DIET
63 a 69	8008411	BISCOITO CROCANTE DIET
63 a 69	8008412	BISCOITO MIRABEL DIET
63 a 69	8008413	ROSCA RECHEADA DIET
63 a 69	8008414	BISCOITO RECHEADO DIETETICO
63 a 69	8008415	MIRABEL DIETETICO
63 a 69	8008416	BISCOITO RECHEADO TOSTINE DIETETICO
63 a 69	8008417	BISCOITO LANCHE MIRABEL DIETETICO
63 a 69	8008418	BISCOITO WAFFER DIETETICO
63 a 69	8008419	LANCHE MIRABEL DIETETICO
63 a 69	8008420	WAFFER (BISCOITO) DIETETICO
63 a 69	8008421	ROSQUINHA RECHEADA DE QUALQUER SABOR DIETETICA
63 a 69	8008422	ALFAJORES (BISCOITO) DIETETICO
63 a 69	8008423	BOLACHA RECHEADA DIETETICA
63 a 69	8008424	BISCOITO CROCANTE DIETETICO
63 a 69	8008425	BISCOITO MIRABEL DIETETICO
63 a 69	8008426	ROSCA RECHEADA DIETETICA
63 a 69	8008501	BISCOITO NAO-ESPECIFICADO LIGHT
63 a 69	8008601	BISCOITO NAO-ESPECIFICADO DIET
63 a 69	8008602	BISCOITO NAO-ESPECIFICADO DIETETICO
63 a 69	8008701	BOLACHA NAO-ESPECIFICADA LIGHT
63 a 69	8008801	BOLACHA NAO-ESPECIFICADA DIET
63 a 69	8008802	BOLACHA NAO-ESPECIFICADA DIETETICA
63 a 69	8008901	PAO CARTEIRA NAO-ESPECIFICADO LIGHT
63 a 69	8009001	PAO CARTEIRA NAO-ESPECIFICADO DIET
63 a 69	8009002	PAO CARTEIRA NAO-ESPECIFICADO DIETETICO
63 a 69	8009101	PAO DE FORMA NAO-ESPECIFICADO LIGHT
63 a 69	8009201	PAO DE FORMA NAO-ESPECIFICADO DIET
63 a 69	8009202	PAO DE FORMA NAO-ESPECIFICADO DIETETICO
63 a 69	8009301	PAO DE SANDUICHE NAO-ESPECIFICADO LIGHT
63 a 69	8009401	PAO DE SANDUICHE NAO-ESPECIFICADO DIET
63 a 69	8009402	PAO DE SANDUICHE NAO-ESPECIFICADO DIETETICO
63 a 69	8009501	TORTA NAO-ESPECIFICADA LIGHT
63 a 69	8009601	TORTA NAO-ESPECIFICADA DIET
63 a 69	8009602	TORTA NAO-ESPECIFICADA DIETETICA
63 a 69	8009701	ROSCA NAO-ESPECIFICADA LIGHT
63 a 69	8009702	ROSQUINHA NAO-ESPECIFICADA LIGHT
63 a 69	8009703	ROSCA DE TRIGO NAO-ESPECIFICADA LIGHT
63 a 69	8009801	ROSCA NAO-ESPECIFICADA DIET
63 a 69	8009802	ROSQUINHA NAO-ESPECIFICADA DIET
63 a 69	8009803	ROSCA DE TRIGO NAO-ESPECIFICADA DIET
63 a 69	8009804	ROSCA NAO-ESPECIFICADA DIETETICA
63 a 69	8009805	ROSQUINHA NAO-ESPECIFICADA DIETETICA
63 a 69	8009806	ROSCA DE TRIGO NAO-ESPECIFICADA DIETETICA
63 a 69	8009901	PAO ARABE LIGHT
63 a 69	8009902	PAO SIRIO LIGHT
63 a 69	8010001	PAO DOCE DIET
63 a 69	8010002	PAO ALMOFADINHA DIET
63 a 69	8010003	CHINEQUE DIET
63 a 69	8010004	PAO DOCE COM COCO DIET
63 a 69	8010005	PAO DOCE COMUM DIET
63 a 69	8010006	PAO BOLACHAO DIET
63 a 69	8010007	PAO DOCE COM CREME DIET
63 a 69	8010008	PAO DOCE COM RECHEIO DIET
63 a 69	8010009	PAO DOCE SEM COCO DIET
63 a 69	8010010	PAO DOCE ESPECIAL DIET
63 a 69	8010011	PAO TRANCA COM FAROFA DIET
63 a 69	8010012	PAO DOCE CARECA DIET
63 a 69	8010013	PAO DE LEITE (PAO DOCE) DIET
63 a 69	8010014	PAO CARECA DOCE DIET
63 a 69	8010015	PAO DOCE DE TRIGO DIET
63 a 69	8010016	MASSINHA DOCE (PAO DOCE) DIET
63 a 69	8010017	PAO DOCE DE LEITE DIET
63 a 69	8010018	CHINEQUE COM FAROFA DIET
63 a 69	8010019	PAO LANCHE DIET
63 a 69	8010020	PAO DE LANCHE DIET
63 a 69	8010021	PAO DOCE COM MEL DIET
63 a 69	8010022	PAO DOCE COM OVOS DIET
63 a 69	8010023	PAO DE COCO DIET
63 a 69	8010024	PAO AMANTEIGADO (DOCE) DIET
63 a 69	8010025	XISBAG DIET
63 a 69	8010026	CHISBAG DIET
63 a 69	8010027	PAO SUPER FOFO DIET
63 a 69	8010028	PAO VITA DOCE DIET
63 a 69	8010029	PAO DE MEL DIET
63 a 69	8010030	PAO CARTEIRA (DOCE) DIET
63 a 69	8010031	PAO ALEMAO DIET
63 a 69	8010032	PAO MANDI DIET
63 a 69	8010033	PAO MANDIM DIET
63 a 69	8010034	PANETONE DIET
63 a 69	8010035	PAO MANTEIGA DIET
63 a 69	8010036	PAO RECHEADO (DOCE) DIET
63 a 69	8010037	BISNAGUINHA DIET
63 a 69	8010038	FORROZINHO (PAO DOCE) DIET
63 a 69	8010039	COLOMBA DE PASCOA DIET
63 a 69	8010040	CROISSANT DIET
63 a 69	8010041	PAO DOCE DIETETICO
63 a 69	8010042	PAO ALMOFADINHA DIETETICO
63 a 69	8010043	CHINEQUE DIETETICO
63 a 69	8010044	PAO DOCE COM COCO DIETETICO
63 a 69	8010045	PAO DOCE COMUM DIETETICO
63 a 69	8010046	PAO BOLACHAO DIETETICO
63 a 69	8010047	PAO DOCE COM CREME DIETETICO
63 a 69	8010048	PAO DOCE COM RECHEIO DIETETICO
63 a 69	8010049	PAO DOCE SEM COCO DIETETICO
63 a 69	8010050	PAO DOCE ESPECIAL DIETETICO
63 a 69	8010051	PAO TRANCA COM FAROFA DIETETICO
63 a 69	8010052	PAO DOCE CARECA DIETETICO
63 a 69	8010053	PAO DE LEITE (PAO DOCE) DIETETICO
63 a 69	8010054	PAO CARECA DOCE DIETETICO
63 a 69	8010055	PAO DOCE DE TRIGO DIETETICO
63 a 69	8010056	MASSINHA DOCE (PAO DOCE) DIETETICO
63 a 69	8010057	PAO DOCE DE LEITE DIETETICO
63 a 69	8010058	CHINEQUE COM FAROFA DIETETICO
63 a 69	8010059	PAO LANCHE DIETETICO
63 a 69	8010060	PAO DE LANCHE DIETETICO
63 a 69	8010061	PAO DOCE COM MEL DIETETICO
63 a 69	8010062	PAO DOCE COM OVOS DIETETICO
63 a 69	8010063	PAO DE COCO DIETETICO
63 a 69	8010064	PAO AMANTEIGADO (DOCE) DIETETICO
63 a 69	8010065	XISBAG DIETETICO
63 a 69	8010066	CHISBAG DIETETICO
63 a 69	8010067	PAO SUPER FOFO DIETETICO
63 a 69	8010068	PAO VITA DOCE DIETETICO
63 a 69	8010069	PAO DE MEL DIETETICO
63 a 69	8010070	PAO CARTEIRA (DOCE) DIETETICO
63 a 69	8010071	PAO ALEMAO DIETETICO
63 a 69	8010072	PAO MANDI DIETETICO
63 a 69	8010073	PAO MANDIM DIETETICO
63 a 69	8010074	PANETONE DIETETICO
63 a 69	8010075	PAO MANTEIGA DIETETICO
63 a 69	8010076	PAO RECHEADO (DOCE) DIETETICO
63 a 69	8010077	BISNAGUINHA DIETETICO
63 a 69	8010078	FORROZINHO (PAO DOCE) DIETETICO
63 a 69	8010079	COLOMBA DE PASCOA DIETETICA
63 a 69	8010080	CROISSANT DIETETICO
63 a 69	8010101	BISCOITO SALGADO LIGHT
63 a 69	8010102	BISCOITO DO REINO LIGHT
63 a 69	8010103	BISCOITO GRISSINI LIGHT
63 a 69	8010104	BISCOITO CREAM CRACKER LIGHT
63 a 69	8010105	PRESUNTINHO BISCOITO LIGHT
63 a 69	8010106	BISCOITO TIPO ITALIANO LIGHT
63 a 69	8010107	BISCOITO DE AGUA LIGHT
63 a 69	8010108	BISCOITO QUEIJINHO LIGHT
63 a 69	8010109	BISCOITO DE COCO SALGADO LIGHT
63 a 69	8010110	BISCOITO DE CAMARAO LIGHT
63 a 69	8010111	JOBS DE CAMARAO LIGHT
63 a 69	8010112	BISCOITO DE POLVILHO SALGADO LIGHT
63 a 69	8010113	BISCOITO PRESUNTINHO LIGHT
63 a 69	8010114	BISCOITO INTEGRAL DE AGUA LIGHT
63 a 69	8010115	BISCOITO SALGADO DE COCO LIGHT
63 a 69	8010116	BISCOITO BIT LIGHT
63 a 69	8010117	BISKUIT GRISSINI LIGHT
63 a 69	8010118	BISCOITO SALGADINHO LIGHT
63 a 69	8010119	BISCOITO SALGADO DE POLVILHO LIGHT
63 a 69	8010120	BISCOITO CLUB CRACKER LIGHT
63 a 69	8010121	SALGADINHO (BISCOITO) LIGHT
63 a 69	8010122	BISCOITO DE AGUA INTEGRAL LIGHT
63 a 69	8010123	QUEIJINHO BISCOITO LIGHT
63 a 69	8010124	BISCOITO ITALIANO LIGHT
63 a 69	8010125	BOLACHA SALGADA LIGHT
63 a 69	8010126	BOLACHA DE AGUA E SAL LIGHT
63 a 69	8010127	CHIPS (SALGADINHOS) LIGHT
63 a 69	8010128	CROCK (SALGADINHOS) LIGHT
63 a 69	8010129	OKAKI (BISCOITO SALGADO) LIGHT
63 a 69	8010130	BACONZITOS LIGHT
63 a 69	8010201	BOLO DE QUALQUER MARCA E SABOR LIGHT
63 a 69	8010202	ROCAMBOLE LIGHT
63 a 69	8010203	CUCA DE QUALQUER TIPO LIGHT
63 a 69	8010204	FATIA DE BOLO DE QUALQUER SABOR LIGHT
63 a 69	8010301	BOLO DE QUALQUER MARCA E SABOR DIET
63 a 69	8010302	ROCAMBOLE DIET
63 a 69	8010303	CUCA DE QUALQUER TIPO DIET
63 a 69	8010304	FATIA DE BOLO DE QUALQUER SABOR DIET
63 a 69	8010305	BOLO DE QUALQUER MARCA E SABOR DIETETICO
63 a 69	8010306	ROCAMBOLE DIETETICO
63 a 69	8010307	CUCA DE QUALQUER TIPO DIETETICO
63 a 69	8010308	FATIA DE BOLO DE QUALQUER SABOR DIETETICO
63 a 69	8010401	BISCOITO DOCE LIGHT
63 a 69	8010402	CAVACO CHINES LIGHT
63 a 69	8010403	BISCOITO DE MANTEIGA LIGHT
63 a 69	8010404	BOLACHA AMANTEIGADA LIGHT
63 a 69	8010405	SEQUILHO LIGHT
63 a 69	8010406	TARECO LIGHT
63 a 69	8010407	BISCOITO DE GERGELIM LIGHT
63 a 69	8010408	BISCOITO AMANTEIGADO LIGHT
63 a 69	8010409	SOLDA LIGHT
63 a 69	8010410	BISCOITO TOSTINE LIGHT
63 a 69	8010411	TOSTINE (BISCOITO) LIGHT
63 a 69	8010412	BOLACHA DE FUBA LIGHT
63 a 69	8010413	BOLACHA DE MANTEIGA LIGHT
63 a 69	8010414	DEDITOS (BISCOITO) LIGHT
63 a 69	8010415	BREVIDADE LIGHT
63 a 69	8010416	BISCOITO DE MAIZENA LIGHT
63 a 69	8010417	BOLACHA DE MILHO LIGHT
63 a 69	8010418	SEQUILHO DE MILHO LIGHT
63 a 69	8010419	BISCOITO DOCE DE QUEIJO LIGHT
63 a 69	8010420	SEQUILHO DE MAIZENA LIGHT
63 a 69	8010421	BISCOITO DOCE SORTIDO LIGHT
63 a 69	8010422	BISCOITO DE FUBA LIGHT
63 a 69	8010423	BISCOITO DEDITOS LIGHT
63 a 69	8010424	BISCOITO SORTIDO LIGHT
63 a 69	8010425	BISCOITO DE COCO DOCE LIGHT
63 a 69	8010426	BISCOITO CREME LIGHT
63 a 69	8010427	BISCOITO DE MILHO LIGHT
63 a 69	8010428	BISCOITO CHAMPANHE LIGHT
63 a 69	8010429	BISCOITO ROSQUINHA DE COCO LIGHT
63 a 69	8010430	BISCOITO DE QUEIJO DOCE LIGHT
63 a 69	8010431	BISCOITO BROA DE COCO LIGHT
63 a 69	8010432	BISCOITO ROSCA DE COCO LIGHT
63 a 69	8010433	BOLACHA COM LEITE LIGHT
63 a 69	8010434	BOLACHA DOCE LIGHT
63 a 69	8010435	MARIA MALUCA (BOLACHA DOCE) LIGHT
63 a 69	8010436	BISCOITO CHAMPAGNE LIGHT
63 a 69	8010437	BISCOITO MARIA LIGHT
63 a 69	8010438	BISCOITO DE LEITE LIGHT
63 a 69	8010439	BISCOITO DE COCO LIGHT
63 a 69	8010440	BOLACHA DE COCO LIGHT
63 a 69	8010501	BISCOITO DOCE DIET
63 a 69	8010502	CAVACO CHINES DIET
63 a 69	8010503	BISCOITO DE MANTEIGA DIET
63 a 69	8010504	BOLACHA AMANTEIGADA DIET
63 a 69	8010505	SEQUILHO DIET
63 a 69	8010506	TARECO DIET
63 a 69	8010507	BISCOITO DE GERGELIM DIET
63 a 69	8010508	BISCOITO AMANTEIGADO DIET
63 a 69	8010509	SOLDA DIET
63 a 69	8010510	BISCOITO TOSTINE DIET
63 a 69	8010511	TOSTINE (BISCOITO) DIET
63 a 69	8010512	BOLACHA DE FUBA DIET
63 a 69	8010513	BOLACHA DE MANTEIGA DIET
63 a 69	8010514	DEDITOS (BISCOITO) DIET
63 a 69	8010515	BREVIDADE DIET
63 a 69	8010516	BISCOITO DE MAIZENA DIET
63 a 69	8010517	BOLACHA DE MILHO DIET
63 a 69	8010518	SEQUILHO DE MILHO DIET
63 a 69	8010519	BISCOITO DOCE DE QUEIJO DIET
63 a 69	8010520	SEQUILHO DE MAIZENA DIET
63 a 69	8010521	BISCOITO DOCE SORTIDO DIET
63 a 69	8010522	BISCOITO DE FUBA DIET
63 a 69	8010523	BISCOITO DEDITOS DIET
63 a 69	8010524	BISCOITO SORTIDO DIET
63 a 69	8010525	BISCOITO DE COCO DOCE DIET
63 a 69	8010526	BISCOITO CREME DIET
63 a 69	8010527	BISCOITO DE MILHO DIET
63 a 69	8010528	BISCOITO CHAMPANHE DIET
63 a 69	8010529	BISCOITO ROSQUINHA DE COCO DIET
63 a 69	8010530	BISCOITO DE QUEIJO DOCE DIET
63 a 69	8010531	BISCOITO BROA DE COCO DIET
63 a 69	8010532	BISCOITO ROSCA DE COCO DIET
63 a 69	8010533	BOLACHA COM LEITE DIET
63 a 69	8010534	BOLACHA DOCE DIET
63 a 69	8010535	MARIA MALUCA (BOLACHA DOCE) DIET
63 a 69	8010536	BISCOITO CHAMPAGNE DIET
63 a 69	8010537	BISCOITO MARIA DIET
63 a 69	8010538	BISCOITO DE LEITE DIET
63 a 69	8010539	BISCOITO DE COCO DIET
63 a 69	8010540	BOLACHA DE COCO DIET
63 a 69	8010541	BISCOITO DOCE DIETETICO
63 a 69	8010542	CAVACO CHINES DIETETICO
63 a 69	8010543	BISCOITO DE MANTEIGA DIETETICO
63 a 69	8010544	BOLACHA AMANTEIGADA DIETETICA
63 a 69	8010545	SEQUILHO DIETETICO
63 a 69	8010546	TARECO DIETETICO
63 a 69	8010547	BISCOITO DE GERGELIM DIETETICO
63 a 69	8010548	BISCOITO AMANTEIGADO DIETETICO
63 a 69	8010549	SOLDA DIETETICA
63 a 69	8010550	BISCOITO TOSTINE DIETETICO
63 a 69	8010551	TOSTINE (BISCOITO) DIETETICO
63 a 69	8010552	BOLACHA DE FUBA DIETETICA
63 a 69	8010553	BOLACHA DE MANTEIGA DIETETICA
63 a 69	8010554	DEDITOS (BISCOITO) DIETETICO
63 a 69	8010555	BREVIDADE DIETETICA
63 a 69	8010556	BISCOITO DE MAIZENA DIETETICO
63 a 69	8010557	BOLACHA DE MILHO DIETETICA
63 a 69	8010558	SEQUILHO DE MILHO DIETETICO
63 a 69	8010559	BISCOITO DOCE DE QUEIJO DIETETICO
63 a 69	8010560	SEQUILHO DE MAIZENA DIETETICO
63 a 69	8010561	BISCOITO DOCE SORTIDO DIETETICO
63 a 69	8010562	BISCOITO DE FUBA DIETETICO
63 a 69	8010563	BISCOITO DEDITOS DIETETICO
63 a 69	8010564	BISCOITO SORTIDO DIETETICO
63 a 69	8010565	BISCOITO DE COCO DOCE DIETETICO
63 a 69	8010566	BISCOITO CREME DIETETICO
63 a 69	8010567	BISCOITO DE MILHO DIETETICO
63 a 69	8010568	BISCOITO CHAMPANHE DIETETICO
63 a 69	8010569	BISCOITO ROSQUINHA DE COCO DIETETICO
63 a 69	8010570	BISCOITO DE QUEIJO DOCE DIETETICO
63 a 69	8010571	BISCOITO BROA DE COCO DIETETICO
63 a 69	8010572	BISCOITO ROSCA DE COCO DIETETICO
63 a 69	8010573	BOLACHA COM LEITE DIETETICA
63 a 69	8010574	BOLACHA DOCE DIETETICA
63 a 69	8010575	MARIA MALUCA (BOLACHA DOCE) DIETETICA
63 a 69	8010576	BISCOITO DE CHAMPAGNE DIETETICO
63 a 69	8010577	BISCOITO MARIA DIETETICO
63 a 69	8010578	BISCOITO DE LEITE DIETETICO
63 a 69	8010579	BISCOITO DE COCO DIETETICO
63 a 69	8010580	BOLACHA DE COCO DIETETICA
63 a 69	8010601	BOLO DE BANANA
63 a 69	8010701	BROA DE QUEIJO
63 a 69	8010801	PAO DE FORMA NAO ESPECIFICADO LIGHT
63 a 69	8010901	PAO PRETO LIGHT
63 a 69	8010902	PAO DE CENTEIO LIGHT
63 a 69	8011001	AVOADOR
63 a 69	8011101	PAO DE LINHO OU LINHACA
63 a 69	8011201	PAO FRANCES DIET
63 a 69	8011301	PAO DOCE LIGHT
63 a 69	8011401	ROSCA DOCE LIGHT
63 a 69	8011501	PAO DE SOJA LIGHT
63 a 69	8011601	PAO FRANCES INTEGRAL
63 a 69	8011701	BISCOITO SALGADO DIET
63 a 69	8011801	BISCOITO ORGANICO NAO ESPECIFICADO
63 a 69	8011901	BOLINHO DE QUALQUER MARCA E SABOR
63 a 69	8012001	BROA DOCE
63 a 69	8012101	BROA INTEGRAL
63 a 69	8012201	BROA SALGADA
63 a 69	8012301	CUPCAKE
63 a 69	8012401	AROMATIZANTE PARA BOLOS, TORTAS, BISCOITOS, ETC.
63 a 69	8012501	ROSCA DE LEITE
63 a 69	8012601	BATATA CHIPS
63 a 69	8012701	BROWNIE
63 a 69	8012801	ROSCA DE GOMA
63 a 69	8012901	BOLO SALGADO
63 a 69	8013001	PAO DE GUARANA
63 a 69	8013101	PAO MULTIGRAOS
63 a 69	8013201	PAO DE MINUTO
63 a 69	8013301	PAO DE TAPIOCA
63 a 69	8013401	PAO COM MANTEIGA
63 a 69	8013501	PAO DE OVOS
63 a 69	8013601	BISCOITO SEM LACTOSE
63 a 69	8013701	BISCOITO DOCE SEM GLUTEN
63 a 69	8013801	BOLACHA SEM LACTOSE
63 a 69	8013901	BOLACHA DE ARROZ
63 a 69	8014001	BOLACHA DE TRIGO
63 a 69	8014101	ROSCA DE CACHACA
63 a 69	8014201	BISCOITO NAO ESPECIFICADO SEM GLUTEN
63 a 69	8014301	PAPEL DE ARROZ
63 a 69	8014401	PAO SEM GLUTEN E SEM LACTOSE
63 a 69	8014501	BOLO DE QUALQUER MARCA E SABOR SEM GLUTEN
63 a 69	8014601	PAO DE ABOBORA
63 a 69	8014701	PAO SEM LACTOSE
63 a 69	8014801	PAO FRANCES LIGHT
63 a 69	8014901	PASTA AMERICANA
63 a 69	8015001	TORTA SALGADA SEM GLUTEN
63 a 69	8015101	BISCOITO DOCE SEM LACTOSE
63 a 69	8015201	PAO INTEGRAL ORGANICO
63 a 69	8015301	PAO SEM GLUTEN
63 a 69	8100101	CARNE SECA
63 a 69	8100102	CARNE DE CHARQUE
63 a 69	8100103	JABA
63 a 69	8100104	CHARQUE
63 a 69	8100105	CARNE DE SAL PRESA
63 a 69	8100106	CARNE DO SUL
63 a 69	8100201	CARNE DE SOL
63 a 69	8100202	CARNE DO SERTAO
63 a 69	8100203	CARNE DE VENTO
63 a 69	8100204	CARNE DO SOL
63 a 69	8100301	CARNE BOVINA DEFUMADA
63 a 69	8100401	CARNE BOVINA SALGADA
63 a 69	8100402	FIGADO ALEMAO
63 a 69	8100403	COSTELA BOVINA SALGADA
63 a 69	8100501	CARNE BOVINA DE HAMBURGUER
63 a 69	8100502	HAMBURGUER DE CARNE BOVINA
63 a 69	8100503	CARNE DE HAMBURGUER BOVINA
63 a 69	8100601	CARNE SUINA DEFUMADA
63 a 69	8100701	ORELHA DE PORCO DEFUMADA
63 a 69	8100801	LOMBO DE PORCO DEFUMADO
63 a 69	8100802	COPA DE PORCO DEFUMADA
63 a 69	8100901	COSTELA DE PORCO DEFUMADA
63 a 69	8101001	TOUCINHO DE PORCO DEFUMADO
63 a 69	8101002	BACON NO VAREJO
63 a 69	8101003	TOUCINHO DEFUMADO
63 a 69	8101004	BACON EMBALADO
63 a 69	8101005	BACON
63 a 69	8101006	BACON DEFUMADO
63 a 69	8101007	RETALHO DE BACON
63 a 69	8101008	BACON EM RETALHO
63 a 69	8101101	HAMBURGUER DE FRANGO
63 a 69	8101102	CARNE DE FRANGO DE HAMBURGUER
63 a 69	8101201	CHISPE DEFUMADO
63 a 69	8101202	PE DE PORCO DEFUMADO
63 a 69	8101301	CARNE SUINA SALGADA
63 a 69	8101401	ORELHA DE PORCO SALGADA
63 a 69	8101501	COSTELA DE PORCO SALGADA
63 a 69	8101601	LOMBO DE PORCO SALGADO
63 a 69	8101602	COPA DE PORCO SALGADA
63 a 69	8101701	PE DE PORCO SALGADO
63 a 69	8101702	CHISPE SALGADO
63 a 69	8101703	CHISPE
63 a 69	8101801	RABO DE PORCO SALGADO
63 a 69	8101901	TOUCINHO DE PORCO SALGADO
63 a 69	8101902	TOUCINHO SALGADO
63 a 69	8102001	VISCERA DE PORCO SALGADA
63 a 69	8102002	MIUDO DE PORCO SALGADO
63 a 69	8102003	FRESSURA DE PORCO SALGADA
63 a 69	8102004	FRISSURA DE PORCO SALGADA
63 a 69	8102101	SALSICHA NO VAREJO
63 a 69	8102102	SALSICHA EM PACOTE
63 a 69	8102103	SALSICHAO NO VAREJO
63 a 69	8102104	SALSICHAO EM PACOTE
63 a 69	8102201	LINGUICA NO VAREJO
63 a 69	8102202	LINGUICA EM PACOTE
63 a 69	8102203	LINGUICA PARA CHURRASCO
63 a 69	8102204	LINGUICA NAO-ESPECIFICADA
63 a 69	8102205	LINGUICA CALABRESA
63 a 69	8102206	LINGUICA CALABREZA
63 a 69	8102207	LINGUICA BOVINA
63 a 69	8102208	LINGUICA DE FRANGO
63 a 69	8102209	LINGUICA SUINA
63 a 69	8102210	LINGUICA DEFUMADA
63 a 69	8102211	LINGUICA MISTA
63 a 69	8102212	LINGUICA TOSCANA
63 a 69	8102213	LINGUICA SUINA DEFUMADA
63 a 69	8102214	CALABRESA (LINGUICA)
63 a 69	8102215	LINGUICA DE PERNIL
63 a 69	8102216	LINGUICA DE BODE
63 a 69	8102217	LINGUICA DE CHARQUE
63 a 69	8102218	LINGUICA DE CORDEIRO
63 a 69	8102301	RETALHO PARA PIZZA
63 a 69	8102302	QUEIJO E PRESUNTO RETALHADOS PARA PIZZA
63 a 69	8102303	PRESUNTO E QUEIJO RETALHADOS PARA PIZZA
63 a 69	8102304	QUEIJO E PRESUNTO PICADOS
63 a 69	8102401	CHOURICO
63 a 69	8102402	MORCELA
63 a 69	8102403	MORCILHA
63 a 69	8102404	QUEIJO DE PORCO
63 a 69	8102405	MURCILHA
63 a 69	8102501	PAIO
63 a 69	8102502	CODEGUIM
63 a 69	8102601	MORTADELA
63 a 69	8102602	MORTADELA BOVINA
63 a 69	8102603	MORTADELA DE FRANGO
63 a 69	8102604	MORTADELA SUINA
63 a 69	8102605	MORTADELA FATIADA NAO-ESPECIFICADA
63 a 69	8102606	RETALHO DE MORTADELA
63 a 69	8102607	MORTADELA BOLONHESA
63 a 69	8102608	MORTADELA DE CHESTER
63 a 69	8102609	MORTADELA DE GALINHA
63 a 69	8102610	MORTADELA DE PERU
63 a 69	8102611	MORTADELA DEFUMADA
63 a 69	8102612	MORTADELA MISTA
63 a 69	8102701	SALAME
63 a 69	8102702	SALAMINHO
63 a 69	8102703	SALAME DEFUMADO
63 a 69	8102801	BLANQUET DE PERU
63 a 69	8102802	BLANQUETE DE PERU
63 a 69	8102901	PRESUNTO DE QUALQUER TIPO
63 a 69	8102902	PRESUNTO DE PERU
63 a 69	8102903	PRESUNTO DE FRANGO
63 a 69	8102904	PRESUNTO BOVINO
63 a 69	8103001	HAMBURGUER DE PERU
63 a 69	8103002	CARNE DE PERU DE HAMBURGUER
63 a 69	8103101	HAMBURGUER NAO-ESPECIFICADO
63 a 69	8103102	CARNE NAO-ESPECIFICADA DE HAMBURGUER
63 a 69	8103201	PATE DE PRESUNTO EMBUTIDO
63 a 69	8103202	PASTA DE PRESUNTO EMBUTIDA
63 a 69	8103301	PATE DE CARNE EMBUTIDO
63 a 69	8103302	PASTA DE CARNE EMBUTIDA
63 a 69	8103401	PATE DE FIGADO EMBUTIDO
63 a 69	8103402	PASTA DE FIGADO EMBUTIDA
63 a 69	8103501	PATE DE GALINHA EMBUTIDO
63 a 69	8103502	PASTA DE GALINHA EMBUTIDA
63 a 69	8103601	APRESUNTADO
63 a 69	8103602	APRESUNTADO FATIADO
63 a 69	8103603	RETALHO DE APRESUNTADO
63 a 69	8103701	PATE DE CEBOLA EM CONSERVA
63 a 69	8103702	PATE DE CEBOLA
63 a 69	8103801	PATE DE BERINJELA EM CONSERVA
63 a 69	8103802	PATE DE BERINJELA
63 a 69	8103901	PURURUCA DE PORCO
63 a 69	8103902	PELE DE PORCO PREPARADA
63 a 69	8104001	PATE NAO-ESPECIFICADO
63 a 69	8104101	CARNE DE AVES DEFUMADA
63 a 69	8104102	PEITO DE GALINHA DEFUMADO
